,FBProphet,XGBoost,Arima_rsme_optimal,arima_AIC,Actual,LSTM,Date
86,-38.77109422528201,222.1369,222.7170599803985,223.3481240249632,223.455994,,2015-04-19
87,-40.20639195314448,224.10822,223.36579279682869,223.95236436628755,222.612,,2015-04-20
88,-16.72696004274917,220.02545,222.43556701568968,223.106630036964,224.619995,,2015-04-21
89,-20.20261897315072,237.49672,224.477042263358,225.11876478098185,235.602005,,2015-04-22
90,-16.121339944205147,231.10907,235.43518247659028,236.12336926553368,234.052994,,2015-04-23
91,-13.146236324148049,236.17812,234.2109572847502,234.5711759814108,235.970001,,2015-04-24
92,15.600070092709077,233.74808,235.90453137097475,236.4921210542405,231.235001,,2015-04-25
93,53.084335155368535,226.24377,231.2187768196539,231.74738981540648,226.410004,,2015-04-26
94,62.97397989012893,227.77875,226.4735240747337,226.91246187688856,219.429001,,2015-04-27
95,98.03259962473815,225.30817,219.25260320183503,219.9170633597448,228.968994,,2015-04-28
96,106.06185668382932,226.70784,228.6309522241777,229.4767207320769,225.591003,,2015-04-29
97,121.2326194646871,225.3263,225.81739515457832,226.0917736858672,225.692993,,2015-04-30
98,134.53901105269188,234.61867,225.46389550250527,226.1939738153208,235.938995,,2015-05-01
99,172.52500619615785,233.97552,235.611185089385,236.461051377511,232.341003,,2015-05-02
100,217.843879446918,234.98679,232.783796210026,232.8556661105005,234.880005,,2015-05-03
101,233.8793472728803,241.57886,234.6031823355601,235.3998861782603,240.356003,,2015-05-04
102,273.14994451013627,240.21623,240.15934778105407,240.88712452826493,238.852005,,2015-05-05
103,283.2585515688602,236.6402,239.3979295690381,239.38004118535503,236.248993,,2015-05-06
104,298.22973030203366,232.19984,235.9470848323988,236.7716859904517,229.662003,,2015-05-07
105,308.9683726179301,238.42224,229.6699123031818,230.1711558793125,237.203995,,2015-05-08
106,341.9891911157915,242.21501,237.30702878555127,237.7286488089588,243.768997,,2015-05-09
107,379.9772967373301,241.00748,243.5011414141714,244.3071149087809,241.729004,,2015-05-10
108,386.4087007921202,238.47842,242.0784467204599,242.2629409293124,240.298996,,2015-05-11
109,413.9523277211865,242.3293,240.3602688045528,240.83000060787785,242.145004,,2015-05-12
110,410.4155500664265,242.01341,241.8945929317656,242.6797937291997,241.397995,,2015-05-13
111,410.0760438684829,234.62688,241.79246475331988,241.93125328563195,236.214005,,2015-05-14
112,404.1336491181951,238.27426,236.20053665525103,236.7366261419828,236.955002,,2015-05-15
113,419.4319792008623,231.83199,236.7155283934043,237.47914462909097,237.643997,,2015-05-16
114,439.0102673716451,241.3846,237.93647522970213,238.16955403396744,236.009995,,2015-05-17
115,426.71454269707874,239.63747,235.9397882693721,236.53219718865344,236.886993,,2015-05-18
116,435.59000705617336,225.70491,236.72355943189984,237.4109960006594,233.037003,,2015-05-19
117,413.8168882663026,231.01941,233.334462700237,233.5530969109758,231.889999,,2015-05-20
118,396.0328449865242,242.62166,231.67878606939647,232.4037347956468,234.016006,,2015-05-21
119,373.77586535405953,230.54204,233.88266251659985,234.5341119749021,235.320999,,2015-05-22
120,374.1976420086394,238.71709,235.55245668395708,235.84178607943747,240.285995,,2015-05-23
121,380.60812265245113,237.53818,240.0342341341887,240.81697294276967,238.975998,,2015-05-24
122,357.0805152671196,240.79942,239.0942556273293,239.50428860068303,240.927002,,2015-05-25
123,356.8387512048266,237.65158,241.07253537609247,241.45929452766663,237.104004,,2015-05-26
